Epoch: [0][0/288]	 Time 2.138 (2.138)	 Loss 0.123904 (0.123904)
Epoch: [3][220/288]	 Time 0.664 (0.666)	 Loss 0.110215 (0.110113)
Epoch: [3][230/288]	 Time 0.666 (0.666)	 Loss 0.099427 (0.110024)
Epoch: [3][240/288]	 Time 0.670 (0.666)	 Loss 0.112350 (0.110243)
Epoch: [3][250/288]	 Time 0.663 (0.666)	 Loss 0.119850 (0.110002)
Epoch: [3][260/288]	 Time 0.670 (0.666)	 Loss 0.134822 (0.109671)
Epoch: [3][270/288]	 Time 0.663 (0.666)	 Loss 0.094340 (0.109694)
Epoch: [3][280/288]	 Time 0.670 (0.666)	 Loss 0.071383 (0.109296)
Val/Test: [0/72]	 Time 0.968 (0.968)	 Loss 0.105984 (0.105984)
Val/Test: [10/72]	 Time 0.642 (0.665)	 Loss 0.108857 (0.116908)
Val/Test: [20/72]	 Time 0.633 (0.650)	 Loss 0.135333 (0.119204)
Val/Test: [30/72]	 Time 0.635 (0.645)	 Loss 0.093616 (0.114216)
Val/Test: [40/72]	 Time 0.635 (0.642)	 Loss 0.138652 (0.113386)
Val/Test: [50/72]	 Time 0.636 (0.641)	 Loss 0.088997 (0.111731)
Val/Test: [60/72]	 Time 0.632 (0.640)	 Loss 0.104616 (0.109968)
Val/Test: [70/72]	 Time 0.635 (0.639)	 Loss 0.071818 (0.107912)
Epoch: [4][0/288]	 Time 1.039 (1.039)	 Loss 0.153641 (0.153641)
Epoch: [4][10/288]	 Time 0.660 (0.696)	 Loss 0.090393 (0.108028)
Epoch: [4][20/288]	 Time 0.666 (0.679)	 Loss 0.126779 (0.109462)
Epoch: [4][30/288]	 Time 0.657 (0.673)	 Loss 0.091744 (0.107696)
Epoch: [4][40/288]	 Time 0.661 (0.670)	 Loss 0.103468 (0.108179)
Epoch: [4][50/288]	 Time 0.660 (0.668)	 Loss 0.096182 (0.109905)
Epoch: [4][60/288]	 Time 0.658 (0.666)	 Loss 0.103122 (0.108180)
Epoch: [4][70/288]	 Time 0.662 (0.665)	 Loss 0.076433 (0.108488)
Epoch: [4][80/288]	 Time 0.659 (0.665)	 Loss 0.097857 (0.107976)
Epoch: [4][90/288]	 Time 0.665 (0.665)	 Loss 0.110383 (0.107332)
Epoch: [4][100/288]	 Time 0.662 (0.664)	 Loss 0.083906 (0.107929)
Epoch: [4][110/288]	 Time 0.659 (0.664)	 Loss 0.103135 (0.107642)
Epoch: [4][120/288]	 Time 0.658 (0.664)	 Loss 0.078240 (0.106943)
Epoch: [4][130/288]	 Time 0.657 (0.663)	 Loss 0.118502 (0.107165)
Epoch: [4][140/288]	 Time 0.657 (0.663)	 Loss 0.111806 (0.107644)
Epoch: [4][150/288]	 Time 0.659 (0.663)	 Loss 0.126515 (0.107061)
Epoch: [4][160/288]	 Time 0.663 (0.663)	 Loss 0.118316 (0.106735)
Epoch: [4][170/288]	 Time 0.656 (0.663)	 Loss 0.103388 (0.107616)
Epoch: [4][180/288]	 Time 0.669 (0.663)	 Loss 0.088795 (0.107987)
Epoch: [4][190/288]	 Time 0.660 (0.663)	 Loss 0.119056 (0.108127)
Epoch: [4][200/288]	 Time 0.669 (0.663)	 Loss 0.109049 (0.108397)
Epoch: [4][210/288]	 Time 0.654 (0.663)	 Loss 0.116275 (0.108759)
Epoch: [4][220/288]	 Time 0.658 (0.663)	 Loss 0.105057 (0.108418)
Epoch: [4][230/288]	 Time 0.666 (0.663)	 Loss 0.093700 (0.108258)
Epoch: [4][240/288]	 Time 0.668 (0.663)	 Loss 0.078362 (0.107967)
Epoch: [4][250/288]	 Time 0.663 (0.663)	 Loss 0.106963 (0.107916)
Epoch: [4][260/288]	 Time 0.669 (0.663)	 Loss 0.082072 (0.107844)
Epoch: [4][270/288]	 Time 0.659 (0.663)	 Loss 0.105554 (0.108062)
Epoch: [4][280/288]	 Time 0.664 (0.663)	 Loss 0.072845 (0.107969)
Val/Test: [0/72]	 Time 0.989 (0.989)	 Loss 0.105457 (0.105457)
Val/Test: [10/72]	 Time 0.639 (0.667)	 Loss 0.085625 (0.114105)
Val/Test: [20/72]	 Time 0.631 (0.652)	 Loss 0.141392 (0.114313)
Val/Test: [30/72]	 Time 0.634 (0.646)	 Loss 0.114554 (0.113727)
Val/Test: [40/72]	 Time 0.627 (0.642)	 Loss 0.122469 (0.113170)
Val/Test: [50/72]	 Time 0.625 (0.640)	 Loss 0.069472 (0.110737)
Val/Test: [60/72]	 Time 0.628 (0.639)	 Loss 0.138612 (0.108809)
Val/Test: [70/72]	 Time 0.632 (0.638)	 Loss 0.093432 (0.107693)
Epoch: [5][0/288]	 Time 1.098 (1.098)	 Loss 0.093593 (0.093593)
Epoch: [5][10/288]	 Time 0.655 (0.696)	 Loss 0.122839 (0.115089)
Epoch: [5][20/288]	 Time 0.658 (0.677)	 Loss 0.123852 (0.109020)
Epoch: [5][30/288]	 Time 0.661 (0.671)	 Loss 0.075191 (0.108563)
Epoch: [5][40/288]	 Time 0.662 (0.668)	 Loss 0.148312 (0.108486)
Epoch: [5][50/288]	 Time 0.663 (0.667)	 Loss 0.107247 (0.107414)
Epoch: [5][60/288]	 Time 0.663 (0.666)	 Loss 0.106809 (0.107767)
Epoch: [5][70/288]	 Time 0.667 (0.665)	 Loss 0.079493 (0.106799)
Epoch: [5][80/288]	 Time 0.665 (0.665)	 Loss 0.109875 (0.106121)
Epoch: [5][90/288]	 Time 0.666 (0.665)	 Loss 0.075577 (0.107354)
Epoch: [5][100/288]	 Time 0.659 (0.665)	 Loss 0.108715 (0.106641)
Epoch: [5][110/288]	 Time 0.660 (0.665)	 Loss 0.092800 (0.106635)
Epoch: [5][120/288]	 Time 0.665 (0.665)	 Loss 0.113850 (0.106634)
Epoch: [5][130/288]	 Time 0.667 (0.665)	 Loss 0.086628 (0.106467)
Epoch: [5][140/288]	 Time 0.670 (0.665)	 Loss 0.084648 (0.106373)
Epoch: [5][150/288]	 Time 0.664 (0.665)	 Loss 0.080203 (0.106050)
Epoch: [5][160/288]	 Time 0.668 (0.665)	 Loss 0.096147 (0.106627)
Epoch: [5][170/288]	 Time 0.663 (0.665)	 Loss 0.096629 (0.107130)
Epoch: [5][180/288]	 Time 0.665 (0.665)	 Loss 0.104150 (0.106892)
Epoch: [5][190/288]	 Time 0.664 (0.665)	 Loss 0.112315 (0.106581)
Epoch: [5][200/288]	 Time 0.657 (0.665)	 Loss 0.080713 (0.106529)
Epoch: [5][210/288]	 Time 0.663 (0.665)	 Loss 0.087801 (0.106576)
Epoch: [5][220/288]	 Time 0.667 (0.665)	 Loss 0.109487 (0.106745)
Epoch: [5][230/288]	 Time 0.671 (0.665)	 Loss 0.110419 (0.106964)
Epoch: [5][240/288]	 Time 0.664 (0.665)	 Loss 0.125928 (0.106863)
Epoch: [5][250/288]	 Time 0.668 (0.665)	 Loss 0.076342 (0.106986)
Epoch: [5][260/288]	 Time 0.670 (0.665)	 Loss 0.095825 (0.107172)
Epoch: [5][270/288]	 Time 0.666 (0.665)	 Loss 0.103716 (0.107567)
Epoch: [5][280/288]	 Time 0.666 (0.665)	 Loss 0.088850 (0.107689)
Val/Test: [0/72]	 Time 1.023 (1.023)	 Loss 0.101235 (0.101235)
Val/Test: [10/72]	 Time 0.637 (0.670)	 Loss 0.103252 (0.094879)
Val/Test: [20/72]	 Time 0.638 (0.653)	 Loss 0.101160 (0.099297)
Val/Test: [30/72]	 Time 0.641 (0.648)	 Loss 0.068960 (0.102994)
Val/Test: [40/72]	 Time 0.628 (0.644)	 Loss 0.071927 (0.102295)
Val/Test: [50/72]	 Time 0.635 (0.643)	 Loss 0.089505 (0.102443)
Val/Test: [60/72]	 Time 0.627 (0.642)	 Loss 0.081835 (0.102712)
Val/Test: [70/72]	 Time 0.634 (0.641)	 Loss 0.100702 (0.103948)
Epoch: [6][0/288]	 Time 1.059 (1.059)	 Loss 0.068229 (0.068229)
Epoch: [6][10/288]	 Time 0.663 (0.699)	 Loss 0.114581 (0.104702)
Epoch: [6][20/288]	 Time 0.664 (0.682)	 Loss 0.136964 (0.107141)
Epoch: [6][30/288]	 Time 0.660 (0.677)	 Loss 0.095062 (0.105828)
Epoch: [6][40/288]	 Time 0.661 (0.673)	 Loss 0.133145 (0.105898)
Epoch: [6][50/288]	 Time 0.661 (0.671)	 Loss 0.082456 (0.105216)
Epoch: [6][60/288]	 Time 0.659 (0.670)	 Loss 0.097132 (0.104840)
Epoch: [6][70/288]	 Time 0.665 (0.669)	 Loss 0.064555 (0.104730)
Epoch: [6][80/288]	 Time 0.670 (0.669)	 Loss 0.141392 (0.106375)
Epoch: [6][90/288]	 Time 0.666 (0.669)	 Loss 0.099058 (0.106198)
Epoch: [6][100/288]	 Time 0.663 (0.668)	 Loss 0.064590 (0.105558)
Epoch: [6][110/288]	 Time 0.671 (0.668)	 Loss 0.100985 (0.105581)
Epoch: [6][120/288]	 Time 0.665 (0.667)	 Loss 0.130275 (0.105842)
Epoch: [6][130/288]	 Time 0.668 (0.667)	 Loss 0.121330 (0.106339)
Epoch: [6][140/288]	 Time 0.662 (0.667)	 Loss 0.109780 (0.106300)
Epoch: [6][150/288]	 Time 0.662 (0.667)	 Loss 0.080309 (0.105599)
Epoch: [6][160/288]	 Time 0.665 (0.667)	 Loss 0.096265 (0.105677)
Epoch: [6][170/288]	 Time 0.659 (0.666)	 Loss 0.128604 (0.105901)
Epoch: [6][180/288]	 Time 0.663 (0.666)	 Loss 0.083235 (0.105751)
Epoch: [6][190/288]	 Time 0.655 (0.666)	 Loss 0.095196 (0.106165)
Epoch: [6][200/288]	 Time 0.661 (0.666)	 Loss 0.078110 (0.105996)
Epoch: [6][210/288]	 Time 0.663 (0.666)	 Loss 0.146659 (0.106537)
Epoch: [6][220/288]	 Time 0.666 (0.666)	 Loss 0.090176 (0.105960)
Epoch: [6][230/288]	 Time 0.668 (0.666)	 Loss 0.118277 (0.105537)
Epoch: [6][240/288]	 Time 0.668 (0.666)	 Loss 0.093527 (0.105494)
Epoch: [6][250/288]	 Time 0.666 (0.666)	 Loss 0.098263 (0.105165)
Epoch: [6][260/288]	 Time 0.670 (0.665)	 Loss 0.061950 (0.105606)
Epoch: [6][270/288]	 Time 0.661 (0.665)	 Loss 0.076332 (0.105973)
Epoch: [6][280/288]	 Time 0.662 (0.665)	 Loss 0.097620 (0.106075)
Val/Test: [0/72]	 Time 1.022 (1.022)	 Loss 0.091754 (0.091754)
Val/Test: [10/72]	 Time 0.632 (0.673)	 Loss 0.110967 (0.110578)
Val/Test: [20/72]	 Time 0.634 (0.654)	 Loss 0.095999 (0.108995)
Val/Test: [30/72]	 Time 0.637 (0.648)	 Loss 0.099182 (0.111023)
Val/Test: [40/72]	 Time 0.634 (0.645)	 Loss 0.146765 (0.107176)
Val/Test: [50/72]	 Time 0.634 (0.643)	 Loss 0.100044 (0.107989)
Val/Test: [60/72]	 Time 0.626 (0.641)	 Loss 0.094822 (0.106148)
Val/Test: [70/72]	 Time 0.631 (0.640)	 Loss 0.100515 (0.107192)
Epoch: [7][0/288]	 Time 1.100 (1.100)	 Loss 0.089467 (0.089467)
Epoch: [7][10/288]	 Time 0.663 (0.710)	 Loss 0.072959 (0.107422)
Epoch: [7][20/288]	 Time 0.660 (0.687)	 Loss 0.168187 (0.109961)
Epoch: [7][30/288]	 Time 0.666 (0.680)	 Loss 0.118616 (0.110954)
Epoch: [7][40/288]	 Time 0.659 (0.676)	 Loss 0.115417 (0.111407)
Epoch: [7][50/288]	 Time 0.667 (0.673)	 Loss 0.122365 (0.110263)
Epoch: [7][60/288]	 Time 0.656 (0.672)	 Loss 0.112840 (0.110038)
Epoch: [7][70/288]	 Time 0.662 (0.671)	 Loss 0.082172 (0.109206)
Epoch: [7][80/288]	 Time 0.665 (0.670)	 Loss 0.106575 (0.109065)
Epoch: [7][90/288]	 Time 0.671 (0.669)	 Loss 0.125755 (0.109924)
Epoch: [7][100/288]	 Time 0.666 (0.669)	 Loss 0.084082 (0.108919)
Epoch: [7][110/288]	 Time 0.668 (0.668)	 Loss 0.127541 (0.108137)
Epoch: [7][120/288]	 Time 0.664 (0.668)	 Loss 0.089933 (0.107322)
Epoch: [7][130/288]	 Time 0.669 (0.667)	 Loss 0.107178 (0.107110)
Epoch: [7][140/288]	 Time 0.663 (0.667)	 Loss 0.114777 (0.107413)
Epoch: [7][150/288]	 Time 0.661 (0.667)	 Loss 0.085890 (0.106506)
Epoch: [7][160/288]	 Time 0.663 (0.667)	 Loss 0.112210 (0.106250)
Epoch: [7][170/288]	 Time 0.657 (0.667)	 Loss 0.121263 (0.106410)
Epoch: [7][180/288]	 Time 0.662 (0.667)	 Loss 0.075521 (0.105762)
Epoch: [7][190/288]	 Time 0.661 (0.667)	 Loss 0.120348 (0.106486)
Epoch: [7][200/288]	 Time 0.671 (0.666)	 Loss 0.104594 (0.106616)
Epoch: [7][210/288]	 Time 0.666 (0.666)	 Loss 0.134403 (0.106152)
Epoch: [7][220/288]	 Time 0.668 (0.666)	 Loss 0.130216 (0.105980)
Epoch: [7][230/288]	 Time 0.666 (0.666)	 Loss 0.108819 (0.106464)
Epoch: [7][240/288]	 Time 0.668 (0.666)	 Loss 0.113666 (0.106858)
Epoch: [7][250/288]	 Time 0.664 (0.666)	 Loss 0.099093 (0.106841)
Epoch: [7][260/288]	 Time 0.668 (0.666)	 Loss 0.094377 (0.106963)
Epoch: [7][270/288]	 Time 0.667 (0.666)	 Loss 0.112730 (0.106862)
Epoch: [7][280/288]	 Time 0.658 (0.666)	 Loss 0.099589 (0.106797)
Val/Test: [0/72]	 Time 1.002 (1.002)	 Loss 0.104661 (0.104661)
Val/Test: [10/72]	 Time 0.636 (0.664)	 Loss 0.133024 (0.119632)
Val/Test: [20/72]	 Time 0.624 (0.648)	 Loss 0.122074 (0.108246)
Val/Test: [30/72]	 Time 0.628 (0.642)	 Loss 0.129457 (0.107469)
Val/Test: [40/72]	 Time 0.633 (0.640)	 Loss 0.090024 (0.108564)
Val/Test: [50/72]	 Time 0.633 (0.638)	 Loss 0.112745 (0.106379)
Val/Test: [60/72]	 Time 0.635 (0.637)	 Loss 0.066203 (0.103957)
Val/Test: [70/72]	 Time 0.624 (0.636)	 Loss 0.101970 (0.104855)
Epoch: [8][0/288]	 Time 1.098 (1.098)	 Loss 0.084544 (0.084544)
Epoch: [8][10/288]	 Time 0.667 (0.705)	 Loss 0.086288 (0.100177)
Epoch: [8][20/288]	 Time 0.659 (0.685)	 Loss 0.147000 (0.106087)
Epoch: [8][30/288]	 Time 0.665 (0.678)	 Loss 0.110246 (0.109086)
Epoch: [8][40/288]	 Time 0.671 (0.675)	 Loss 0.093103 (0.108958)
Epoch: [8][50/288]	 Time 0.667 (0.672)	 Loss 0.071205 (0.110477)
Epoch: [8][60/288]	 Time 0.673 (0.671)	 Loss 0.093090 (0.109944)
Epoch: [8][70/288]	 Time 0.664 (0.670)	 Loss 0.138820 (0.109422)
Epoch: [8][80/288]	 Time 0.664 (0.669)	 Loss 0.096648 (0.110180)
Epoch: [8][90/288]	 Time 0.660 (0.669)	 Loss 0.127929 (0.110096)
Epoch: [8][100/288]	 Time 0.663 (0.668)	 Loss 0.116597 (0.110390)
Epoch: [8][110/288]	 Time 0.662 (0.668)	 Loss 0.102132 (0.109296)
Epoch: [8][120/288]	 Time 0.659 (0.668)	 Loss 0.090970 (0.109589)
Epoch: [8][130/288]	 Time 0.665 (0.667)	 Loss 0.087077 (0.109131)
Epoch: [8][140/288]	 Time 0.654 (0.667)	 Loss 0.093950 (0.109260)
Epoch: [8][150/288]	 Time 0.666 (0.667)	 Loss 0.101440 (0.109447)
Epoch: [8][160/288]	 Time 0.666 (0.667)	 Loss 0.098444 (0.109356)
Epoch: [8][170/288]	 Time 0.658 (0.666)	 Loss 0.087215 (0.109078)
Epoch: [8][180/288]	 Time 0.666 (0.666)	 Loss 0.098790 (0.108479)
Epoch: [8][190/288]	 Time 0.663 (0.666)	 Loss 0.122061 (0.108031)
Epoch: [8][200/288]	 Time 0.671 (0.666)	 Loss 0.125971 (0.108154)
Epoch: [8][210/288]	 Time 0.660 (0.665)	 Loss 0.138459 (0.108492)
